order_id,sale_date,customer_id,product_id,product_name,category,region,quantity,unit_price,discount_pct,revenue,month_name,year,month,quarter
ORD00064,2023-12-23,C0099,P010,Notebook,Stationery,West,4,51.0,15,204.0,December,2023,12,4
ORD00065,2023-04-23,C0046,P001,Laptop,Electronics,West,2,42750.0,5,85500.0,April,2023,4,2
ORD00066,2023-08-26,C0171,P002,Mobile Phone,Electronics,East,8,18000.0,0,144000.0,August,2023,8,3
ORD00067,2023-10-08,C0115,P010,Notebook,Stationery,South,9,57.0,5,513.0,October,2023,10,4
ORD00068,2023-05-22,C0197,P005,Study Table,Furniture,West,4,10200.0,15,40800.0,May,2023,5,2
ORD00069,2023-05-20,C0086,P002,Mobile Phone,Electronics,East,5,18000.0,0,90000.0,May,2023,5,2
ORD00070,2023-12-22,C0040,P003,Headphones,Electronics,South,4,2375.0,5,9500.0,December,2023,12,4
ORD00071,2023-02-01,C0053,P009,Cooking Oil,Groceries,West,8,190.0,5,1520.0,February,2023,2,1
ORD00072,2023-09-02,C0002,P001,Laptop,Electronics,East,10,42750.0,5,427500.0,September,2023,9,3
ORD00073,2023-10-07,C0155,P007,Jeans,Clothing,South,9,1274.15,15,11467.35,October,2023,10,4
ORD00074,2023-06-22,C0172,P008,Rice 5kg,Groceries,West,1,332.5,5,332.5,June,2023,6,2
ORD00075,2023-01-14,C0101,P003,Headphones,Electronics,North,10,2250.0,10,22500.0,January,2023,1,1
ORD00076,2023-05-14,C0098,P008,Rice 5kg,Groceries,East,3,350.0,0,1050.0,May,2023,5,2
ORD00078,2023-02-05,C0200,P006,T-Shirt,Clothing,North,4,679.15,15,2716.6,February,2023,2,1
ORD00079,2023-03-20,C0062,P004,Desk Chair,Furniture,South,1,7200.0,10,7200.0,March,2023,3,1
ORD00080,2023-05-12,C0197,P004,Desk Chair,Furniture,East,8,6800.0,15,54400.0,May,2023,5,2
ORD00081,2023-02-25,C0149,P002,Mobile Phone,Electronics,North,3,18000.0,0,54000.0,February,2023,2,1
ORD00082,2023-04-12,C0020,P007,Jeans,Clothing,South,7,1274.15,15,8919.05,April,2023,4,2
ORD00083,2023-01-22,C0089,P010,Notebook,Stationery,West,2,54.0,10,108.0,January,2023,1,1
ORD00084,2023-09-08,C0028,P006,T-Shirt,Clothing,West,1,759.05,5,759.05,September,2023,9,3
ORD00085,2023-04-01,C0188,P008,Rice 5kg,Groceries,East,3,332.5,5,997.5,April,2023,4,2
ORD00086,2023-10-31,C0069,P008,Rice 5kg,Groceries,East,8,332.5,5,2660.0,October,2023,10,4
ORD00087,2023-05-05,C0193,P002,Mobile Phone,Electronics,West,5,17100.0,5,85500.0,May,2023,5,2
ORD00088,2023-06-16,C0047,P006,T-Shirt,Clothing,West,1,759.05,5,759.05,June,2023,6,2
ORD00089,2023-12-26,C0071,P006,T-Shirt,Clothing,North,5,719.1,10,3595.5,December,2023,12,4
ORD00090,2023-10-12,C0195,P004,Desk Chair,Furniture,South,7,7600.0,5,53200.0,October,2023,10,4
ORD00091,2023-02-17,C0076,P008,Rice 5kg,Groceries,South,8,350.0,0,2800.0,February,2023,2,1
ORD00092,2023-10-11,C0136,P010,Notebook,Stationery,East,6,57.0,5,342.0,October,2023,10,4
ORD00093,2023-08-21,C0070,P006,T-Shirt,Clothing,East,6,679.15,15,4074.9,August,2023,8,3
ORD00094,2023-10-02,C0196,P004,Desk Chair,Furniture,South,6,8000.0,0,48000.0,October,2023,10,4
ORD00095,2023-11-02,C0073,P005,Study Table,Furniture,North,10,10800.0,10,108000.0,November,2023,11,4
ORD00096,2023-01-08,C0182,P006,T-Shirt,Clothing,South,3,799.0,0,2397.0,January,2023,1,1
ORD00097,2023-03-06,C0164,P009,Cooking Oil,Groceries,West,5,170.0,15,850.0,March,2023,3,1
ORD00098,2023-08-14,C0088,P005,Study Table,Furniture,South,8,11400.0,5,91200.0,August,2023,8,3
ORD00099,2023-07-25,C0126,P008,Rice 5kg,Groceries,North,2,350.0,0,700.0,July,2023,7,3
ORD00100,2023-06-05,C0022,P003,Headphones,Electronics,South,3,2250.0,10,6750.0,June,2023,6,2
ORD00101,2023-04-26,C0199,P010,Notebook,Stationery,West,10,54.0,10,540.0,April,2023,4,2
ORD00102,2023-10-19,C0159,P010,Notebook,Stationery,North,7,60.0,0,420.0,October,2023,10,4
ORD00103,2023-12-05,C0021,P004,Desk Chair,Furniture,South,4,8000.0,0,32000.0,December,2023,12,4
ORD00104,2023-08-19,C0177,P003,Headphones,Electronics,West,1,2375.0,5,2375.0,August,2023,8,3
ORD00105,2023-12-18,C0060,P005,Study Table,Furniture,East,8,12000.0,0,96000.0,December,2023,12,4
ORD00106,2023-10-06,C0058,P004,Desk Chair,Furniture,South,7,8000.0,0,56000.0,October,2023,10,4
ORD00107,2023-06-07,C0153,P002,Mobile Phone,Electronics,East,1,18000.0,0,18000.0,June,2023,6,2
ORD00108,2023-09-14,C0139,P005,Study Table,Furniture,West,7,12000.0,0,84000.0,September,2023,9,3
ORD00109,2023-05-09,C0007,P007,Jeans,Clothing,North,6,1349.1,10,8094.6,May,2023,5,2
ORD00110,2023-12-11,C0069,P010,Notebook,Stationery,North,10,60.0,0,600.0,December,2023,12,4
ORD00111,2023-04-03,C0150,P009,Cooking Oil,Groceries,West,8,200.0,0,1600.0,April,2023,4,2
ORD00112,2023-07-29,C0086,P002,Mobile Phone,Electronics,East,8,18000.0,0,144000.0,July,2023,7,3
ORD00113,2023-09-11,C0074,P006,T-Shirt,Clothing,West,7,679.15,15,4754.05,September,2023,9,3
ORD00114,2023-05-10,C0083,P008,Rice 5kg,Groceries,North,2,350.0,0,700.0,May,2023,5,2
ORD00115,2023-10-05,C0119,P009,Cooking Oil,Groceries,West,1,170.0,15,170.0,October,2023,10,4
ORD00116,2023-08-15,C0195,P010,Notebook,Stationery,North,8,51.0,15,408.0,August,2023,8,3
ORD00117,2023-09-06,C0032,P005,Study Table,Furniture,North,8,10200.0,15,81600.0,September,2023,9,3
ORD00118,2023-10-10,C0004,P004,Desk Chair,Furniture,West,3,8000.0,0,24000.0,October,2023,10,4
ORD00119,2023-11-28,C0040,P002,Mobile Phone,Electronics,West,8,18000.0,0,144000.0,November,2023,11,4
ORD00120,2023-08-30,C0063,P005,Study Table,Furniture,West,7,11400.0,5,79800.0,August,2023,8,3
ORD00121,2023-03-11,C0018,P010,Notebook,Stationery,East,9,51.0,15,459.0,March,2023,3,1
ORD00122,2023-01-02,C0073,P006,T-Shirt,Clothing,East,9,799.0,0,7191.0,January,2023,1,1
ORD00123,2023-10-03,C0124,P008,Rice 5kg,Groceries,East,3,332.5,5,997.5,October,2023,10,4
ORD00124,2023-04-07,C0179,P007,Jeans,Clothing,South,8,1499.0,0,11992.0,April,2023,4,2
ORD00125,2023-08-31,C0181,P007,Jeans,Clothing,West,1,1499.0,0,1499.0,August,2023,8,3
ORD00126,2023-03-06,C0129,P003,Headphones,Electronics,East,8,2500.0,0,20000.0,March,2023,3,1
ORD00127,2023-08-22,C0004,P008,Rice 5kg,Groceries,South,2,315.0,10,630.0,August,2023,8,3
ORD00128,2023-05-16,C0087,P003,Headphones,Electronics,West,2,2375.0,5,4750.0,May,2023,5,2
ORD00129,2023-11-17,C0184,P009,Cooking Oil,Groceries,West,7,200.0,0,1400.0,November,2023,11,4
ORD00130,2023-12-17,C0074,P002,Mobile Phone,Electronics,South,4,15300.0,15,61200.0,December,2023,12,4
ORD00131,2023-03-27,C0178,P002,Mobile Phone,Electronics,East,2,17100.0,5,34200.0,March,2023,3,1
ORD00132,2023-07-11,C0111,P001,Laptop,Electronics,South,5,45000.0,0,225000.0,July,2023,7,3
ORD00133,2023-02-10,C0157,P003,Headphones,Electronics,West,3,2500.0,0,7500.0,February,2023,2,1
ORD00134,2023-08-25,C0164,P010,Notebook,Stationery,East,3,60.0,0,180.0,August,2023,8,3
ORD00135,2023-10-07,C0041,P008,Rice 5kg,Groceries,North,5,297.5,15,1487.5,October,2023,10,4
ORD00136,2023-08-06,C0177,P010,Notebook,Stationery,East,5,51.0,15,255.0,August,2023,8,3
ORD00137,2023-05-02,C0098,P007,Jeans,Clothing,East,8,1499.0,0,11992.0,May,2023,5,2
ORD00138,2023-07-22,C0071,P005,Study Table,Furniture,North,1,10200.0,15,10200.0,July,2023,7,3
ORD00139,2023-09-12,C0074,P001,Laptop,Electronics,South,10,38250.0,15,382500.0,September,2023,9,3
ORD00140,2023-12-14,C0194,P004,Desk Chair,Furniture,South,10,8000.0,0,80000.0,December,2023,12,4
ORD00141,2023-01-18,C0149,P001,Laptop,Electronics,East,5,42750.0,5,213750.0,January,2023,1,1
ORD00142,2023-08-01,C0045,P005,Study Table,Furniture,South,6,10200.0,15,61200.0,August,2023,8,3
ORD00143,2023-05-20,C0043,P006,T-Shirt,Clothing,East,9,719.1,10,6471.9,May,2023,5,2
ORD00144,2023-08-28,C0020,P005,Study Table,Furniture,South,6,12000.0,0,72000.0,August,2023,8,3
ORD00145,2023-02-16,C0102,P007,Jeans,Clothing,North,9,1499.0,0,13491.0,February,2023,2,1
ORD00146,2023-07-15,C0164,P006,T-Shirt,Clothing,East,5,719.1,10,3595.5,July,2023,7,3
ORD00147,2023-06-17,C0157,P001,Laptop,Electronics,South,10,40500.0,10,405000.0,June,2023,6,2
ORD00148,2023-07-29,C0030,P008,Rice 5kg,Groceries,South,5,297.5,15,1487.5,July,2023,7,3
ORD00149,2023-05-01,C0138,P008,Rice 5kg,Groceries,South,2,350.0,0,700.0,May,2023,5,2
ORD00150,2023-03-21,C0107,P009,Cooking Oil,Groceries,North,7,180.0,10,1260.0,March,2023,3,1
ORD00151,2023-07-09,C0056,P005,Study Table,Furniture,West,1,10200.0,15,10200.0,July,2023,7,3
ORD00152,2023-07-08,C0140,P006,T-Shirt,Clothing,East,2,679.15,15,1358.3,July,2023,7,3
ORD00153,2023-12-06,C0055,P002,Mobile Phone,Electronics,North,8,18000.0,0,144000.0,December,2023,12,4
ORD00154,2023-02-05,C0196,P003,Headphones,Electronics,South,10,2500.0,0,25000.0,February,2023,2,1
ORD00155,2023-11-02,C0001,P004,Desk Chair,Furniture,East,6,8000.0,0,48000.0,November,2023,11,4
ORD00156,2023-03-31,C0029,P003,Headphones,Electronics,North,9,2500.0,0,22500.0,March,2023,3,1
ORD00157,2023-01-09,C0045,P004,Desk Chair,Furniture,East,10,8000.0,0,80000.0,January,2023,1,1
ORD00158,2023-02-02,C0122,P009,Cooking Oil,Groceries,West,2,170.0,15,340.0,February,2023,2,1
ORD00159,2023-04-24,C0158,P002,Mobile Phone,Electronics,North,8,16200.0,10,129600.0,April,2023,4,2
ORD00160,2023-11-26,C0008,P009,Cooking Oil,Groceries,North,5,190.0,5,950.0,November,2023,11,4
ORD00161,2023-12-31,C0114,P007,Jeans,Clothing,North,2,1424.05,5,2848.1,December,2023,12,4
ORD00162,2023-05-21,C0160,P003,Headphones,Electronics,East,2,2500.0,0,5000.0,May,2023,5,2
ORD00163,2023-11-06,C0111,P005,Study Table,Furniture,North,8,10800.0,10,86400.0,November,2023,11,4
ORD00164,2023-08-20,C0059,P009,Cooking Oil,Groceries,West,4,190.0,5,760.0,August,2023,8,3
ORD00165,2023-08-07,C0081,P007,Jeans,Clothing,East,2,1499.0,0,2998.0,August,2023,8,3
ORD00166,2023-02-13,C0024,P008,Rice 5kg,Groceries,West,2,350.0,0,700.0,February,2023,2,1
ORD00167,2023-10-28,C0144,P003,Headphones,Electronics,East,9,2500.0,0,22500.0,October,2023,10,4
ORD00168,2023-11-04,C0080,P007,Jeans,Clothing,East,1,1499.0,0,1499.0,November,2023,11,4
ORD00169,2023-02-25,C0090,P003,Headphones,Electronics,East,8,2500.0,0,20000.0,February,2023,2,1
ORD00170,2023-11-15,C0158,P004,Desk Chair,Furniture,North,7,7200.0,10,50400.0,November,2023,11,4
ORD00171,2023-05-20,C0180,P005,Study Table,Furniture,East,1,12000.0,0,12000.0,May,2023,5,2
ORD00172,2023-12-03,C0103,P003,Headphones,Electronics,North,3,2250.0,10,6750.0,December,2023,12,4
ORD00173,2023-09-29,C0056,P001,Laptop,Electronics,West,2,38250.0,15,76500.0,September,2023,9,3
ORD00174,2023-06-16,C0199,P006,T-Shirt,Clothing,North,5,679.15,15,3395.75,June,2023,6,2
ORD00175,2023-02-11,C0070,P010,Notebook,Stationery,West,1,51.0,15,51.0,February,2023,2,1
ORD00176,2023-04-21,C0194,P008,Rice 5kg,Groceries,North,7,350.0,0,2450.0,April,2023,4,2
ORD00177,2023-12-08,C0079,P010,Notebook,Stationery,North,8,54.0,10,432.0,December,2023,12,4
ORD00178,2023-06-04,C0055,P001,Laptop,Electronics,South,1,45000.0,0,45000.0,June,2023,6,2
ORD00179,2023-08-09,C0045,P002,Mobile Phone,Electronics,South,1,17100.0,5,17100.0,August,2023,8,3
ORD00180,2023-07-01,C0019,P009,Cooking Oil,Groceries,West,9,170.0,15,1530.0,July,2023,7,3
ORD00181,2023-06-10,C0148,P001,Laptop,Electronics,West,8,45000.0,0,360000.0,June,2023,6,2
ORD00182,2023-07-27,C0006,P007,Jeans,Clothing,East,5,1499.0,0,7495.0,July,2023,7,3
ORD00183,2023-08-12,C0028,P008,Rice 5kg,Groceries,South,6,350.0,0,2100.0,August,2023,8,3
ORD00184,2023-06-23,C0057,P002,Mobile Phone,Electronics,East,7,18000.0,0,126000.0,June,2023,6,2
ORD00185,2023-04-10,C0199,P002,Mobile Phone,Electronics,East,9,16200.0,10,145800.0,April,2023,4,2
ORD00186,2023-03-16,C0066,P003,Headphones,Electronics,South,4,2500.0,0,10000.0,March,2023,3,1
ORD00187,2023-09-10,C0119,P002,Mobile Phone,Electronics,West,3,15300.0,15,45900.0,September,2023,9,3
ORD00188,2023-06-11,C0039,P010,Notebook,Stationery,West,6,51.0,15,306.0,June,2023,6,2
ORD00189,2023-01-29,C0091,P005,Study Table,Furniture,North,5,10800.0,10,54000.0,January,2023,1,1
ORD00190,2023-02-09,C0166,P001,Laptop,Electronics,North,6,45000.0,0,270000.0,February,2023,2,1
ORD00191,2023-01-22,C0116,P008,Rice 5kg,Groceries,South,10,315.0,10,3150.0,January,2023,1,1
ORD00192,2023-02-22,C0088,P003,Headphones,Electronics,North,1,2375.0,5,2375.0,February,2023,2,1
ORD00193,2023-09-26,C0134,P004,Desk Chair,Furniture,South,8,7600.0,5,60800.0,September,2023,9,3
ORD00194,2023-12-14,C0154,P007,Jeans,Clothing,North,7,1499.0,0,10493.0,December,2023,12,4
ORD00195,2023-10-13,C0174,P002,Mobile Phone,Electronics,West,6,18000.0,0,108000.0,October,2023,10,4
ORD00196,2023-02-11,C0150,P010,Notebook,Stationery,South,3,60.0,0,180.0,February,2023,2,1
ORD00197,2023-12-29,C0022,P007,Jeans,Clothing,East,3,1349.1,10,4047.3,December,2023,12,4
ORD00198,2023-12-26,C0190,P006,T-Shirt,Clothing,North,3,679.15,15,2037.45,December,2023,12,4
ORD00199,2023-06-08,C0047,P006,T-Shirt,Clothing,South,1,799.0,0,799.0,June,2023,6,2
ORD00200,2023-03-21,C0020,P004,Desk Chair,Furniture,East,4,8000.0,0,32000.0,March,2023,3,1
ORD00201,2023-12-05,C0087,P009,Cooking Oil,Groceries,South,9,200.0,0,1800.0,December,2023,12,4
ORD00202,2023-08-13,C0012,P003,Headphones,Electronics,West,10,2500.0,0,25000.0,August,2023,8,3
ORD00203,2023-08-18,C0060,P008,Rice 5kg,Groceries,South,10,350.0,0,3500.0,August,2023,8,3
ORD00204,2023-12-14,C0147,P008,Rice 5kg,Groceries,West,4,350.0,0,1400.0,December,2023,12,4
ORD00205,2023-08-03,C0042,P007,Jeans,Clothing,South,9,1349.1,10,12141.9,August,2023,8,3
ORD00206,2023-09-04,C0096,P005,Study Table,Furniture,North,1,10200.0,15,10200.0,September,2023,9,3
ORD00207,2023-03-24,C0070,P002,Mobile Phone,Electronics,West,5,18000.0,0,90000.0,March,2023,3,1
ORD00208,2023-08-19,C0090,P007,Jeans,Clothing,North,2,1499.0,0,2998.0,August,2023,8,3
ORD00210,2023-01-20,C0074,P006,T-Shirt,Clothing,West,3,799.0,0,2397.0,January,2023,1,1
ORD00211,2023-01-03,C0021,P008,Rice 5kg,Groceries,North,8,315.0,10,2520.0,January,2023,1,1
ORD00212,2023-08-05,C0029,P009,Cooking Oil,Groceries,East,10,180.0,10,1800.0,August,2023,8,3
ORD00213,2023-11-15,C0118,P004,Desk Chair,Furniture,North,7,6800.0,15,47600.0,November,2023,11,4
ORD00214,2023-11-20,C0132,P010,Notebook,Stationery,South,9,60.0,0,540.0,November,2023,11,4
ORD00215,2023-05-04,C0147,P001,Laptop,Electronics,West,10,45000.0,0,450000.0,May,2023,5,2
ORD00216,2023-09-27,C0140,P009,Cooking Oil,Groceries,North,6,200.0,0,1200.0,September,2023,9,3
ORD00217,2023-01-09,C0092,P007,Jeans,Clothing,North,6,1499.0,0,8994.0,January,2023,1,1
ORD00218,2023-06-20,C0035,P002,Mobile Phone,Electronics,North,10,15300.0,15,153000.0,June,2023,6,2
ORD00219,2023-09-03,C0162,P003,Headphones,Electronics,South,8,2125.0,15,17000.0,September,2023,9,3
ORD00220,2023-04-14,C0012,P008,Rice 5kg,Groceries,South,1,350.0,0,350.0,April,2023,4,2
ORD00221,2023-10-06,C0122,P005,Study Table,Furniture,East,9,11400.0,5,102600.0,October,2023,10,4
ORD00222,2023-12-02,C0085,P005,Study Table,Furniture,East,6,12000.0,0,72000.0,December,2023,12,4
ORD00223,2023-06-23,C0048,P007,Jeans,Clothing,West,8,1424.05,5,11392.4,June,2023,6,2
ORD00224,2023-08-06,C0021,P009,Cooking Oil,Groceries,West,5,200.0,0,1000.0,August,2023,8,3
ORD00225,2023-02-22,C0021,P009,Cooking Oil,Groceries,East,5,200.0,0,1000.0,February,2023,2,1
ORD00226,2023-12-20,C0114,P010,Notebook,Stationery,East,7,60.0,0,420.0,December,2023,12,4
ORD00227,2023-05-21,C0164,P006,T-Shirt,Clothing,North,10,759.05,5,7590.5,May,2023,5,2
ORD00228,2023-12-14,C0041,P006,T-Shirt,Clothing,North,9,679.15,15,6112.35,December,2023,12,4
ORD00229,2023-02-04,C0061,P008,Rice 5kg,Groceries,East,1,350.0,0,350.0,February,2023,2,1
ORD00230,2023-12-14,C0116,P001,Laptop,Electronics,East,10,45000.0,0,450000.0,December,2023,12,4
ORD00231,2023-07-07,C0102,P010,Notebook,Stationery,East,3,54.0,10,162.0,July,2023,7,3
ORD00232,2023-04-06,C0128,P002,Mobile Phone,Electronics,West,1,15300.0,15,15300.0,April,2023,4,2
ORD00233,2023-11-10,C0074,P005,Study Table,Furniture,West,8,12000.0,0,96000.0,November,2023,11,4
ORD00234,2023-08-16,C0023,P002,Mobile Phone,Electronics,East,8,18000.0,0,144000.0,August,2023,8,3
ORD00235,2023-06-03,C0041,P009,Cooking Oil,Groceries,South,9,200.0,0,1800.0,June,2023,6,2
ORD00236,2023-05-02,C0127,P002,Mobile Phone,Electronics,North,4,18000.0,0,72000.0,May,2023,5,2
ORD00237,2023-11-10,C0023,P008,Rice 5kg,Groceries,North,9,350.0,0,3150.0,November,2023,11,4
ORD00238,2023-07-29,C0148,P008,Rice 5kg,Groceries,North,9,332.5,5,2992.5,July,2023,7,3
ORD00239,2023-12-15,C0133,P002,Mobile Phone,Electronics,East,8,17100.0,5,136800.0,December,2023,12,4
ORD00240,2023-03-08,C0111,P009,Cooking Oil,Groceries,North,10,200.0,0,2000.0,March,2023,3,1
ORD00241,2023-06-15,C0182,P005,Study Table,Furniture,South,3,12000.0,0,36000.0,June,2023,6,2
ORD00242,2023-04-11,C0163,P005,Study Table,Furniture,East,2,12000.0,0,24000.0,April,2023,4,2
ORD00243,2023-11-25,C0044,P009,Cooking Oil,Groceries,South,2,180.0,10,360.0,November,2023,11,4
ORD00244,2023-01-22,C0008,P010,Notebook,Stationery,North,6,54.0,10,324.0,January,2023,1,1
ORD00245,2023-04-18,C0197,P010,Notebook,Stationery,West,5,51.0,15,255.0,April,2023,4,2
ORD00246,2023-06-04,C0124,P009,Cooking Oil,Groceries,South,5,170.0,15,850.0,June,2023,6,2
ORD00247,2023-12-19,C0016,P005,Study Table,Furniture,South,8,12000.0,0,96000.0,December,2023,12,4
ORD00248,2023-03-15,C0081,P004,Desk Chair,Furniture,East,6,7200.0,10,43200.0,March,2023,3,1
ORD00249,2023-09-21,C0144,P007,Jeans,Clothing,North,3,1499.0,0,4497.0,September,2023,9,3
ORD00250,2023-03-14,C0025,P005,Study Table,Furniture,North,8,12000.0,0,96000.0,March,2023,3,1
ORD00251,2023-03-23,C0084,P010,Notebook,Stationery,East,7,60.0,0,420.0,March,2023,3,1
ORD00252,2023-06-07,C0128,P009,Cooking Oil,Groceries,North,8,190.0,5,1520.0,June,2023,6,2
